 Date & UTC Time,Sea Level,Water Temperature,Air Temperature,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,Tuvalu
01-Jan-2006 00:00, 1.342,  29.8,  28.2, 1007.6, 0.069, 0.016,  355,   7.3,   5.2
01-Jan-2006 01:00, 1.524,  29.9,  29.4, 1006.9, 0.056,-0.002,  353,   9.1,   5.7
01-Jan-2006 02:00, 1.900,  30.0,  29.6, 1005.9, 0.068, 0.005,  346,  10.3,   4.0
01-Jan-2006 03:00, 2.355,  30.0,  29.9, 1005.3, 0.078, 0.004,  344,   9.1,   3.4
01-Jan-2006 04:00, 2.773,  30.0,  30.2, 1005.3, 0.078,-0.002,  338,   8.1,   3.1
01-Jan-2006 05:00, 3.064,  30.0,  30.0, 1006.1, 0.080, 0.002,  347,   8.3,   3.4
01-Jan-2006 06:00, 3.156,  30.0,  29.4, 1007.0, 0.083, 0.013,  347,   7.1,   3.7
01-Jan-2006 07:00, 3.002,  29.9,  29.5, 1007.7, 0.065, 0.004,  129,   7.8,   0.8
01-Jan-2006 08:00, 2.660,  29.9,  29.2, 1008.3, 0.057, 0.003,  354,   7.5,   4.6
01-Jan-2006 09:00, 2.191,  29.9,  29.2, 1008.8, 0.045,-0.004,  352,   7.6,   5.0
01-Jan-2006 10:00, 1.699,  29.8,  29.0, 1009.3, 0.029,-0.015,  352,   7.4,   5.7
01-Jan-2006 11:00, 1.311,  29.7,  28.6, 1009.4, 0.028,-0.011,  359,   8.1,   5.1
01-Jan-2006 12:00, 1.115,  29.8,  29.1, 1009.0, 0.033,-0.005,  341,   8.7,   7.5
01-Jan-2006 13:00, 1.148,  29.8,  28.8, 1008.4, 0.039,-0.004,  357,   9.3,   5.7
01-Jan-2006 14:00, 1.394,  29.7,  28.8, 1008.0, 0.046,-0.003,  353,   8.5,   6.1
01-Jan-2006 15:00, 1.798,  29.7,  28.9, 1007.8, 0.068, 0.015,  355,   9.2,   6.7
01-Jan-2006 16:00, 2.224,  29.7,  28.8, 1007.5, 0.069, 0.014,  358,   9.5,   6.2
01-Jan-2006 17:00, 2.570,  29.7,  29.0, 1008.0, 0.062, 0.005,  355,  10.0,   6.7
